Div;Date;Time;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
SP1;28/10/2023;13:00:00;Almeria;Las Palmas;1;2;A;0;1;A;10;10;4;3;13;19;3;2;3;1;0;0
SP1;28/10/2023;15:15:00;Barcelona;Real Madrid;1;2;A;1;0;H;15;13;3;4;15;15;6;3;2;1;0;0
SP1;28/10/2023;17:30:00;Mallorca;Getafe;0;0;D;0;0;D;15;8;4;0;10;25;8;3;0;1;0;0
SP1;28/10/2023;20:00:00;Cadiz;Sevilla;2;2;D;2;1;H;10;20;5;10;17;12;2;4;6;4;0;0
SP1;29/10/2023;13:00:00;Betis;Osasuna;2;1;H;1;0;H;9;7;2;1;10;25;6;3;3;4;0;0
SP1;29/10/2023;15:15:00;Vallecano;Sociedad;2;2;D;1;1;D;16;15;7;3;17;16;4;5;3;2;0;0
SP1;29/10/2023;17:30:00;Ath Bilbao;Valencia;2;2;D;1;0;H;12;11;7;5;11;10;10;4;3;1;0;0
SP1;29/10/2023;20:00:00;Ath Madrid;Alaves;2;1;H;2;0;H;11;8;7;1;10;11;4;4;3;2;0;0
SP1;30/10/2023;20:00:00;Granada;Villarreal;2;3;A;2;3;A;18;6;8;5;14;15;4;1;0;4;0;0
SP1;03/11/2023;20:00:00;Las Palmas;Ath Madrid;2;1;H;0;0;D;9;13;3;5;12;9;3;4;0;3;0;0
SP1;04/11/2023;13:00:00;Osasuna;Girona;2;4;A;1;1;D;15;11;3;4;14;10;2;7;5;3;0;0
SP1;04/11/2023;15:15:00;Betis;Mallorca;2;0;H;1;0;H;22;8;3;1;13;16;6;1;1;4;0;1
SP1;04/11/2023;17:30:00;Celta;Sevilla;1;1;D;1;0;H;15;13;3;5;14;10;4;6;2;5;1;0
SP1;04/11/2023;20:00:00;Sociedad;Barcelona;0;1;A;0;0;D;13;12;6;4;16;8;8;3;3;3;0;0
SP1;05/11/2023;13:00:00;Alaves;Almeria;1;0;H;0;0;D;23;9;3;3;13;14;12;6;2;3;0;0
SP1;05/11/2023;15:15:00;Valencia;Granada;1;0;H;1;0;H;11;6;2;1;20;15;0;4;3;5;0;0
SP1;05/11/2023;17:30:00;Villarreal;Ath Bilbao;2;3;A;0;3;A;17;17;6;7;11;18;9;3;4;4;0;0
SP1;05/11/2023;20:00:00;Real Madrid;Vallecano;0;0;D;0;0;D;22;4;5;0;12;15;11;1;3;5;0;0
SP1;06/11/2023;20:00:00;Getafe;Cadiz;1;0;H;0;0;D;13;6;3;2;18;12;6;3;7;1;1;0
SP1;10/11/2023;20:00:00;Ath Bilbao;Celta;4;3;H;2;2;D;21;13;12;5;15;13;7;2;2;2;0;0
SP1;11/11/2023;13:00:00;Vallecano;Girona;1;2;A;1;1;D;22;19;9;7;15;13;8;3;1;2;0;0
SP1;11/11/2023;15:15:00;Almeria;Sociedad;1;3;A;0;0;D;7;18;2;6;18;19;5;5;2;2;0;0
SP1;11/11/2023;17:30:00;Granada;Getafe;1;1;D;1;1;D;12;10;6;6;14;9;3;5;4;2;0;0
SP1;11/11/2023;17:30:00;Osasuna;Las Palmas;1;1;D;0;0;D;11;6;3;1;25;10;8;3;1;1;0;0
SP1;11/11/2023;20:00:00;Real Madrid;Valencia;5;1;H;2;0;H;16;10;7;4;7;26;4;4;1;3;0;0
SP1;12/11/2023;15:15:00;Barcelona;Alaves;2;1;H;0;1;A;11;8;6;1;11;10;2;1;2;1;0;0
SP1;12/11/2023;17:30:00;Sevilla;Betis;1;1;D;0;0;D;13;14;4;6;18;14;9;5;1;1;0;0
SP1;12/11/2023;20:00:00;Ath Madrid;Villarreal;3;1;H;1;1;D;25;11;10;7;8;8;6;3;0;2;0;0
SP1;24/11/2023;20:00:00;Alaves;Granada;3;1;H;2;0;H;8;11;5;4;10;13;6;2;1;3;0;0
SP1;25/11/2023;13:00:00;Vallecano;Barcelona;1;1;D;1;0;H;10;15;4;4;23;13;1;4;3;4;0;0
SP1;25/11/2023;15:15:00;Valencia;Celta;0;0;D;0;0;D;8;13;0;1;13;7;5;7;3;2;0;0
SP1;25/11/2023;17:30:00;Getafe;Almeria;2;1;H;2;1;H;18;13;5;4;12;8;3;6;2;4;0;0
SP1;25/11/2023;20:00:00;Ath Madrid;Mallorca;1;0;H;0;0;D;20;8;3;1;8;19;7;3;0;0;0;0
SP1;26/11/2023;13:00:00;Villarreal;Osasuna;3;1;H;0;0;D;10;15;3;7;9;14;2;4;0;0;0;0
SP1;26/11/2023;15:15:00;Sociedad;Sevilla;2;1;H;2;0;H;11;8;8;2;22;8;4;4;2;1;0;2
SP1;26/11/2023;17:30:00;Cadiz;Real Madrid;0;3;A;0;1;A;13;14;4;5;16;16;4;4;3;3;0;0
SP1;26/11/2023;20:00:00;Betis;Las Palmas;1;0;H;1;0;H;12;15;6;4;7;12;7;6;1;2;0;0
SP1;27/11/2023;20:00:00;Girona;Ath Bilbao;1;1;D;0;0;D;12;13;2;6;8;16;2;6;1;1;0;0
SP1;29/11/2023;20:00:00;Mallorca;Cadiz;1;1;D;1;1;D;16;6;3;3;14;18;7;0;2;3;0;0
SP1;01/12/2023;20:00:00;Las Palmas;Getafe;2;0;H;1;0;H;11;12;6;4;11;9;4;4;0;5;0;1
SP1;02/12/2023;13:00:00;Girona;Valencia;2;1;H;0;0;D;9;9;5;3;6;7;3;2;2;3;0;0
SP1;02/12/2023;15:15:00;Ath Bilbao;Vallecano;4;0;H;1;0;H;9;11;4;3;15;11;7;2;1;2;0;0
SP1;02/12/2023;17:30:00;Real Madrid;Granada;2;0;H;1;0;H;11;1;4;0;10;12;6;0;2;1;0;0
SP1;02/12/2023;20:00:00;Osasuna;Sociedad;1;1;D;1;1;D;9;17;3;5;12;10;1;8;3;3;0;0
SP1;03/12/2023;13:00:00;Mallorca;Alaves;0;0;D;0;0;D;7;7;3;4;16;15;5;4;4;2;0;0
SP1;03/12/2023;15:15:00;Almeria;Betis;0;0;D;0;0;D;20;6;8;2;12;8;4;6;0;3;0;1
SP1;03/12/2023;17:30:00;Sevilla;Villarreal;1;1;D;0;0;D;18;5;4;4;6;16;8;4;3;2;0;0
SP1;03/12/2023;20:00:00;Barcelona;Ath Madrid;1;0;H;1;0;H;13;9;2;4;17;12;7;2;5;4;0;0
SP1;04/12/2023;20:00:00;Celta;Cadiz;1;1;D;0;1;A;26;2;7;1;14;18;12;1;1;6;0;1
SP1;08/12/2023;20:00:00;Getafe;Valencia;1;0;H;0;0;D;8;3;6;0;15;14;7;0;2;4;1;2
SP1;09/12/2023;13:00:00;Alaves;Las Palmas;0;1;A;0;1;A;19;9;5;2;13;13;12;3;3;4;0;0
SP1;09/12/2023;15:15:00;Betis;Real Madrid;1;1;D;0;0;D;14;12;6;2;14;7;8;6;2;1;0;0
SP1;09/12/2023;17:30:00;Villarreal;Sociedad;0;3;A;0;3;A;20;16;4;5;10;22;5;3;2;1;0;0
SP1;09/12/2023;20:00:00;Mallorca;Sevilla;1;0;H;1;0;H;6;19;3;5;15;6;4;12;2;2;0;0
SP1;10/12/2023;13:00:00;Ath Madrid;Almeria;2;1;H;2;0;H;13;19;4;5;13;11;3;15;1;0;0;0
SP1;10/12/2023;17:30:00;Cadiz;Osasuna;1;1;D;1;0;H;12;13;5;5;15;16;2;4;1;2;0;0
SP1;10/12/2023;20:00:00;Barcelona;Girona;2;4;A;1;2;A;31;15;11;7;7;10;8;3;1;2;0;0
SP1;11/12/2023;20:00:00;Granada;Ath Bilbao;1;1;D;0;1;A;7;19;4;4;9;11;1;8;0;2;0;0
SP1;11/12/2023;20:00:00;Vallecano;Celta;0;0;D;0;0;D;17;4;4;2;15;10;8;1;3;0;0;0
SP1;15/12/2023;20:00:00;Osasuna;Vallecano;1;0;H;0;0;D;10;9;4;3;20;13;9;1;2;3;0;0
SP1;16/12/2023;13:00:00;Celta;Granada;1;0;H;1;0;H;11;7;4;2;20;18;7;1;6;2;1;0
SP1;16/12/2023;15:15:00;Ath Bilbao;Ath Madrid;2;0;H;0;0;D;16;7;7;3;7;10;3;7;0;1;0;0
SP1;16/12/2023;17:30:00;Sevilla;Getafe;0;3;A;0;2;A;12;14;4;7;18;18;4;2;3;3;0;0
SP1;16/12/2023;20:00:00;Valencia;Barcelona;1;1;D;0;0;D;11;16;4;8;9;11;4;6;1;2;0;0
SP1;17/12/2023;13:00:00;Almeria;Mallorca;0;0;D;0;0;D;7;20;1;2;12;9;4;4;2;1;0;0
SP1;17/12/2023;15:15:00;Sociedad;Betis;0;0;D;0;0;D;12;12;4;3;12;12;3;7;3;4;0;0
SP1;17/12/2023;17:30:00;Las Palmas;Cadiz;1;1;D;1;0;H;7;13;2;5;9;12;4;6;1;3;0;0
SP1;17/12/2023;20:00:00;Real Madrid;Villarreal;4;1;H;2;0;H;22;3;9;1;14;12;11;0;2;3;0;0
SP1;18/12/2023;20:00:00;Girona;Alaves;3;0;H;2;0;H;9;12;4;2;9;7;3;2;0;1;0;0
SP1;19/12/2023;18:00:00;Vallecano;Valencia;0;1;A;0;0;D;7;8;1;3;16;18;8;1;1;5;0;1
SP1;19/12/2023;20:30:00;Ath Madrid;Getafe;3;3;D;1;0;H;8;29;4;9;7;14;1;12;3;3;1;0
SP1;19/12/2023;20:30:00;Granada;Sevilla;0;3;A;0;2;A;12;12;3;5;10;18;6;4;2;1;0;0
SP1;20/12/2023;18:00:00;Barcelona;Almeria;3;2;H;1;1;D;30;10;11;5;16;9;12;0;3;3;0;0
SP1;20/12/2023;20:30:00;Ath Bilbao;Las Palmas;1;0;H;0;0;D;19;5;10;1;12;11;5;2;1;3;0;0
SP1;20/12/2023;20:30:00;Villarreal;Celta;3;2;H;2;0;H;12;15;8;5;16;15;4;7;2;4;0;0
SP1;21/12/2023;18:00:00;Betis;Girona;1;1;D;0;1;A;21;12;4;4;6;9;7;6;2;2;0;0
SP1;21/12/2023;18:00:00;Cadiz;Sociedad;0;0;D;0;0;D;10;8;2;1;16;15;7;5;3;1;0;0
SP1;21/12/2023;20:30:00;Alaves;Real Madrid;0;1;A;0;0;D;8;9;2;4;18;13;3;3;3;1;0;1
SP1;21/12/2023;20:30:00;Mallorca;Osasuna;3;2;H;1;1;D;15;12;8;7;11;12;6;0;3;1;0;0
SP1;23/12/2023;15:15:00;Ath Madrid;Sevilla;1;0;H;0;0;D;12;8;4;2;12;19;6;5;7;3;1;0
SP1;02/01/2024;16:00:00;Getafe;Vallecano;0;2;A;0;1;A;5;12;0;8;16;16;2;3;6;3;2;0
SP1;02/01/2024;18:15:00;Sociedad;Alaves;1;1;D;0;0;D;16;7;6;2;9;17;6;4;4;4;1;0
SP1;02/01/2024;20:30:00;Valencia;Villarreal;3;1;H;2;0;H;11;8;8;4;12;15;4;3;2;5;0;0
SP1;03/01/2024;16:00:00;Granada;Cadiz;2;0;H;1;0;H;15;15;8;2;17;16;5;6;3;4;0;1
SP1;03/01/2024;18:15:00;Celta;Betis;2;1;H;1;1;D;19;14;6;3;10;12;8;7;0;2;0;0
SP1;03/01/2024;18:15:00;Real Madrid;Mallorca;1;0;H;0;0;D;17;7;5;0;5;15;5;4;2;3;0;0
SP1;03/01/2024;20:30:00;Girona;Ath Madrid;4;3;H;3;2;H;17;18;9;12;8;10;7;8;0;1;0;0
SP1;04/01/2024;16:00:00;Osasuna;Almeria;1;0;H;1;0;H;14;4;2;0;14;5;5;4;1;2;0;0
SP1;04/01/2024;18:15:00;Sevilla;Ath Bilbao;0;2;A;0;1;A;11;15;2;6;9;19;5;4;3;1;0;0
SP1;04/01/2024;20:30:00;Las Palmas;Barcelona;1;2;A;1;0;H;12;15;3;5;14;5;5;10;5;2;1;0
SP1;12/01/2024;20:00:00;Sevilla;Alaves;2;3;A;0;2;A;19;16;4;8;12;13;5;4;4;3;0;0
SP1;13/01/2024;13:00:00;Las Palmas;Villarreal;3;0;H;1;0;H;8;17;3;3;13;11;4;6;4;3;0;0
SP1;13/01/2024;15:15:00;Mallorca;Celta;1;1;D;1;1;D;17;6;6;2;18;18;10;1;4;1;0;0
SP1;13/01/2024;17:30:00;Ath Bilbao;Sociedad;2;1;H;2;0;H;10;9;3;1;16;21;5;5;1;4;0;0
SP1;13/01/2024;20:00:00;Betis;Granada;1;0;H;0;0;D;25;6;6;2;11;17;13;1;3;4;0;0
SP1;14/01/2024;13:00:00;Almeria;Girona;0;0;D;0;0;D;20;5;3;1;13;8;4;3;4;4;0;1
SP1;14/01/2024;15:15:00;Cadiz;Valencia;1;4;A;1;1;D;10;9;2;5;15;15;3;1;4;2;0;0
SP1;19/01/2024;20:00:00;Alaves;Cadiz;1;0;H;0;0;D;13;9;3;1;15;18;4;4;0;4;0;0
SP1;20/01/2024;13:00:00;Vallecano;Las Palmas;0;2;A;0;1;A;16;10;3;5;19;8;12;0;3;1;1;0
SP1;20/01/2024;15:15:00;Villarreal;Mallorca;1;1;D;1;0;H;18;8;5;2;13;11;4;6;2;2;1;0
SP1;20/01/2024;17:30:00;Valencia;Ath Bilbao;1;0;H;0;0;D;6;6;1;3;11;14;4;2;0;3;0;0
SP1;20/01/2024;20:00:00;Celta;Sociedad;0;1;A;0;1;A;6;6;2;2;12;18;6;3;1;2;0;0
SP1;21/01/2024;13:00:00;Osasuna;Getafe;3;2;H;2;0;H;13;10;7;7;14;16;1;4;4;4;0;0
SP1;21/01/2024;15:15:00;Real Madrid;Almeria;3;2;H;0;2;A;18;10;6;2;9;17;6;3;3;5;0;0
SP1;21/01/2024;17:30:00;Betis;Barcelona;2;4;A;0;1;A;14;11;5;4;12;9;3;4;1;2;0;0
SP1;21/01/2024;20:00:00;Girona;Sevilla;5;1;H;3;1;H;12;9;8;3;9;11;4;5;0;2;0;0
SP1;22/01/2024;20:00:00;Granada;Ath Madrid;0;1;A;0;0;D;17;10;2;5;11;16;6;2;2;2;1;0
SP1;26/01/2024;20:00:00;Almeria;Alaves;0;3;A;0;1;A;19;11;7;3;17;12;11;3;1;2;0;0
SP1;27/01/2024;13:00:00;Sociedad;Vallecano;0;0;D;0;0;D;6;5;3;0;16;14;2;2;2;4;0;0
SP1;27/01/2024;15:15:00;Las Palmas;Real Madrid;1;2;A;0;0;D;7;13;2;5;17;14;1;6;3;3;0;0
SP1;27/01/2024;17:30:00;Barcelona;Villarreal;3;5;A;0;1;A;22;9;10;6;8;13;10;0;3;4;0;0
SP1;27/01/2024;20:00:00;Mallorca;Betis;0;1;A;0;1;A;14;8;1;2;14;6;5;4;2;1;0;0
SP1;28/01/2024;13:00:00;Celta;Girona;0;1;A;0;1;A;10;15;5;6;13;11;5;7;1;1;0;0
