Div;Date;Time;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
SP1;17/09/2022;15:15:00;Barcelona;Elche;3;0;H;2;0;H;25;1;9;1;11;9;6;0;2;2;0;1
SP1;17/09/2022;17:30:00;Valencia;Celta;3;0;H;1;0;H;14;6;7;2;18;23;5;4;3;2;0;1
SP1;17/09/2022;20:00:00;Ath Bilbao;Vallecano;3;2;H;3;1;H;14;11;7;2;13;13;2;7;1;2;0;0
SP1;18/09/2022;13:00:00;Osasuna;Getafe;0;2;A;0;1;A;12;10;4;4;15;15;8;1;7;3;1;1
SP1;18/09/2022;15:15:00;Villarreal;Sevilla;1;1;D;0;1;A;17;12;7;1;15;12;6;4;1;5;0;0
SP1;18/09/2022;17:30:00;Betis;Girona;2;1;H;1;1;D;9;8;3;3;9;8;2;4;0;3;0;0
SP1;18/09/2022;17:30:00;Sociedad;Espanol;2;1;H;2;1;H;14;14;6;4;18;8;4;2;3;0;0;0
SP1;18/09/2022;20:00:00;Ath Madrid;Real Madrid;1;2;A;0;2;A;12;6;5;3;15;16;8;1;4;2;1;0
SP1;30/09/2022;20:00:00;Ath Bilbao;Almeria;4;0;H;2;0;H;17;8;4;2;17;8;11;2;1;3;0;0
SP1;01/10/2022;13:00:00;Cadiz;Villarreal;0;0;D;0;0;D;10;14;2;6;13;8;6;5;2;3;1;0
SP1;01/10/2022;15:15:00;Getafe;Valladolid;2;3;A;2;2;D;14;14;6;7;23;13;4;2;2;4;0;0
SP1;01/10/2022;17:30:00;Sevilla;Ath Madrid;0;2;A;0;1;A;14;20;3;6;9;12;5;7;3;2;0;0
SP1;01/10/2022;20:00:00;Mallorca;Barcelona;0;1;A;0;1;A;13;11;3;3;9;13;5;5;2;4;0;0
SP1;02/10/2022;13:00:00;Espanol;Valencia;2;2;D;0;0;D;10;12;5;5;16;15;6;4;2;1;1;1
SP1;02/10/2022;15:15:00;Celta;Betis;1;0;H;1;0;H;11;9;4;4;26;3;5;3;4;3;0;1
SP1;02/10/2022;17:30:00;Girona;Sociedad;3;5;A;2;2;D;16;11;8;5;9;19;2;2;3;1;0;0
SP1;02/10/2022;20:00:00;Real Madrid;Osasuna;1;1;D;1;0;H;22;8;4;2;9;13;10;2;1;2;0;1
SP1;03/10/2022;20:00:00;Vallecano;Elche;2;1;H;1;1;D;15;5;6;2;5;19;13;3;1;8;0;0
SP1;07/10/2022;20:00:00;Osasuna;Valencia;1;2;A;0;1;A;11;15;2;7;11;19;7;5;3;6;2;1
SP1;08/10/2022;13:00:00;Almeria;Vallecano;3;1;H;3;0;H;10;12;4;4;22;12;7;6;4;2;1;0
SP1;08/10/2022;15:15:00;Ath Madrid;Girona;2;1;H;1;0;H;13;11;7;4;12;13;8;3;3;1;0;0
SP1;08/10/2022;17:30:00;Sevilla;Ath Bilbao;1;1;D;1;0;H;10;21;3;4;19;14;5;7;4;0;0;1
SP1;08/10/2022;20:00:00;Getafe;Real Madrid;0;1;A;0;1;A;9;19;2;4;10;5;4;4;0;0;0;0
SP1;09/10/2022;13:00:00;Valladolid;Betis;0;0;D;0;0;D;12;4;3;1;12;16;3;1;1;1;0;1
SP1;09/10/2022;15:15:00;Cadiz;Espanol;2;2;D;1;0;H;8;9;3;6;13;12;8;3;4;4;0;0
SP1;09/10/2022;17:30:00;Sociedad;Villarreal;1;0;H;1;0;H;17;5;5;1;21;18;9;3;5;3;0;0
SP1;09/10/2022;20:00:00;Barcelona;Celta;1;0;H;1;0;H;13;14;5;3;16;9;6;3;2;4;0;0
SP1;10/10/2022;20:00:00;Elche;Mallorca;1;1;D;1;0;H;7;11;2;4;12;17;5;7;4;5;1;1
SP1;14/10/2022;20:00:00;Vallecano;Getafe;0;0;D;0;0;D;16;6;3;3;13;17;4;1;2;3;0;0
SP1;15/10/2022;13:00:00;Girona;Cadiz;1;1;D;0;0;D;23;9;6;2;16;9;6;2;5;4;0;0
SP1;15/10/2022;15:15:00;Valencia;Elche;2;2;D;2;1;H;20;8;8;6;14;19;6;1;3;6;0;0
SP1;15/10/2022;17:30:00;Mallorca;Sevilla;0;1;A;0;0;D;9;4;5;1;17;15;1;3;2;3;0;0
SP1;15/10/2022;20:00:00;Ath Bilbao;Ath Madrid;0;1;A;0;0;D;13;3;3;1;14;17;6;1;0;6;0;0
SP1;16/10/2022;13:00:00;Celta;Sociedad;1;2;A;1;1;D;10;8;3;6;14;17;1;6;5;7;1;0
SP1;16/10/2022;15:15:00;Real Madrid;Barcelona;3;1;H;2;0;H;8;18;4;5;11;14;2;3;2;2;0;0
SP1;16/10/2022;17:30:00;Espanol;Valladolid;1;0;H;0;0;D;15;14;3;2;13;11;6;4;1;4;0;0
SP1;16/10/2022;20:00:00;Betis;Almeria;3;1;H;1;0;H;15;12;6;5;6;7;9;3;1;1;0;0
SP1;17/10/2022;20:00:00;Villarreal;Osasuna;2;0;H;1;0;H;12;14;9;3;14;23;8;4;2;6;0;0
SP1;18/10/2022;18:00:00;Sevilla;Valencia;1;1;D;0;1;A;18;13;5;5;11;26;11;6;4;7;1;0
SP1;18/10/2022;19:00:00;Getafe;Ath Bilbao;2;2;D;1;1;D;11;14;4;4;14;11;7;4;7;4;0;0
SP1;18/10/2022;20:00:00;Ath Madrid;Vallecano;1;1;D;1;0;H;12;14;4;4;11;11;3;4;3;0;0;0
SP1;19/10/2022;18:00:00;Cadiz;Betis;0;0;D;0;0;D;13;12;3;3;15;7;4;9;1;2;0;1
SP1;19/10/2022;18:00:00;Valladolid;Celta;4;1;H;1;1;D;9;22;7;5;12;11;3;7;1;1;0;0
SP1;19/10/2022;19:00:00;Sociedad;Mallorca;1;0;H;1;0;H;14;12;7;3;18;9;10;7;1;2;0;0
SP1;19/10/2022;20:00:00;Elche;Real Madrid;0;3;A;0;1;A;10;10;3;7;14;10;8;2;1;1;0;0
SP1;20/10/2022;18:00:00;Almeria;Girona;3;2;H;3;0;H;13;14;7;5;14;14;4;5;1;3;0;0
SP1;20/10/2022;19:00:00;Osasuna;Espanol;1;0;H;0;0;D;17;5;5;3;17;15;9;2;1;2;0;0
SP1;20/10/2022;20:00:00;Barcelona;Villarreal;3;0;H;3;0;H;16;5;5;1;18;11;8;0;0;1;0;0
SP1;22/10/2022;13:00:00;Vallecano;Cadiz;5;1;H;2;0;H;28;3;11;0;13;12;10;1;1;4;1;2
SP1;22/10/2022;15:15:00;Valladolid;Sociedad;1;0;H;1;0;H;9;20;2;2;19;14;4;10;2;3;0;0
SP1;22/10/2022;17:30:00;Valencia;Mallorca;1;2;A;0;0;D;13;10;3;5;14;19;5;3;3;5;0;0
SP1;22/10/2022;20:00:00;Real Madrid;Sevilla;3;1;H;1;0;H;18;9;6;2;9;12;4;3;1;4;0;0
SP1;23/10/2022;13:00:00;Espanol;Elche;2;2;D;1;1;D;13;9;5;4;13;10;5;3;2;3;0;0
SP1;23/10/2022;15:15:00;Betis;Ath Madrid;1;2;A;0;0;D;17;9;4;3;10;17;7;4;2;3;0;0
SP1;23/10/2022;17:30:00;Girona;Osasuna;1;1;D;1;1;D;7;9;1;2;11;11;3;5;2;3;0;0
SP1;23/10/2022;17:30:00;Villarreal;Almeria;2;1;H;0;1;A;11;15;5;4;7;8;10;4;4;1;1;0
SP1;23/10/2022;20:00:00;Barcelona;Ath Bilbao;4;0;H;3;0;H;10;5;7;3;7;13;1;2;2;2;0;0
SP1;24/10/2022;20:00:00;Celta;Getafe;1;1;D;0;1;A;17;4;5;1;10;13;10;0;1;1;0;0
SP1;28/10/2022;20:00:00;Mallorca;Espanol;1;1;D;0;0;D;12;7;5;2;15;9;4;4;4;1;0;0
SP1;29/10/2022;13:00:00;Almeria;Celta;3;1;H;0;1;A;19;8;5;3;10;7;6;4;4;0;0;1
SP1;29/10/2022;15:15:00;Cadiz;Ath Madrid;3;2;H;1;0;H;10;15;7;7;15;12;5;3;2;4;0;0
SP1;29/10/2022;17:30:00;Sevilla;Vallecano;0;1;A;0;0;D;10;15;4;5;9;20;6;6;6;1;0;0
SP1;29/10/2022;20:00:00;Valencia;Barcelona;0;1;A;0;0;D;3;13;2;2;13;7;3;10;4;5;0;0
SP1;30/10/2022;13:00:00;Osasuna;Valladolid;2;0;H;2;0;H;20;7;10;2;14;16;1;8;1;3;0;0
SP1;30/10/2022;15:15:00;Real Madrid;Girona;1;1;D;0;0;D;19;8;6;2;16;8;7;1;3;3;1;0
SP1;30/10/2022;17:30:00;Ath Bilbao;Villarreal;1;0;H;0;0;D;19;6;7;3;12;10;6;2;2;1;0;0
SP1;30/10/2022;20:00:00;Sociedad;Betis;0;2;A;0;0;D;14;10;7;4;22;16;5;3;4;4;0;0
SP1;31/10/2022;20:00:00;Elche;Getafe;0;1;A;0;0;D;12;8;5;3;12;11;6;2;0;3;0;1
SP1;04/11/2022;20:00:00;Girona;Ath Bilbao;2;1;H;0;0;D;19;11;10;7;11;11;7;1;1;1;0;0
SP1;05/11/2022;13:00:00;Getafe;Cadiz;0;0;D;0;0;D;13;15;2;4;15;16;5;5;5;2;2;1
SP1;05/11/2022;15:15:00;Valladolid;Elche;2;1;H;1;0;H;16;4;11;2;9;10;8;4;2;0;0;0
SP1;05/11/2022;17:30:00;Celta;Osasuna;1;2;A;1;2;A;13;8;5;4;12;20;2;3;1;5;0;0
SP1;05/11/2022;20:00:00;Barcelona;Almeria;2;0;H;0;0;D;27;4;13;1;14;13;9;1;2;1;0;0
SP1;06/11/2022;13:00:00;Ath Madrid;Espanol;1;1;D;0;0;D;27;6;7;2;13;10;12;2;3;5;0;1
SP1;06/11/2022;15:15:00;Sociedad;Valencia;1;1;D;1;1;D;9;14;4;3;11;12;1;11;2;0;1;0
SP1;06/11/2022;17:30:00;Villarreal;Mallorca;0;2;A;0;1;A;9;7;2;5;17;16;5;2;4;6;0;0
SP1;06/11/2022;20:00:00;Betis;Sevilla;1;1;D;1;0;H;9;22;4;6;6;20;1;4;4;5;2;1
SP1;07/11/2022;20:00:00;Vallecano;Real Madrid;3;2;H;2;2;D;15;16;7;2;22;11;4;5;4;5;0;0
SP1;08/11/2022;18:00:00;Elche;Girona;1;2;A;1;1;D;11;21;2;3;16;9;2;5;3;2;0;0
SP1;08/11/2022;19:00:00;Ath Bilbao;Valladolid;3;0;H;1;0;H;19;8;6;0;20;6;10;2;3;1;0;0
SP1;08/11/2022;20:30:00;Osasuna;Barcelona;1;2;A;1;0;H;15;9;3;3;15;6;2;5;4;4;0;2
SP1;09/11/2022;18:00:00;Almeria;Getafe;1;0;H;1;0;H;8;11;3;3;17;8;7;6;8;4;1;0
SP1;09/11/2022;18:00:00;Sevilla;Sociedad;1;2;A;1;2;A;6;17;3;9;9;12;2;1;2;2;2;0
SP1;09/11/2022;19:00:00;Espanol;Villarreal;0;1;A;0;0;D;14;10;6;3;11;6;4;7;1;3;0;0
SP1;09/11/2022;20:30:00;Mallorca;Ath Madrid;1;0;H;1;0;H;9;17;3;5;14;17;2;5;5;3;0;0
SP1;10/11/2022;18:00:00;Vallecano;Celta;0;0;D;0;0;D;10;11;3;3;19;16;5;3;7;1;0;0
SP1;10/11/2022;19:00:00;Valencia;Betis;3;0;H;0;0;D;15;5;7;1;12;9;5;5;1;3;0;1
SP1;10/11/2022;20:30:00;Real Madrid;Cadiz;2;1;H;1;0;H;18;10;5;5;12;16;7;1;3;3;0;0
SP1;29/12/2022;16:00:00;Girona;Vallecano;2;2;D;1;1;D;16;12;7;4;14;14;2;4;3;2;0;0
SP1;29/12/2022;18:15:00;Betis;Ath Bilbao;0;0;D;0;0;D;9;10;5;0;8;17;2;6;1;4;1;0
SP1;29/12/2022;20:30:00;Ath Madrid;Elche;2;0;H;0;0;D;18;5;4;1;14;20;3;5;3;4;1;2
SP1;30/12/2022;16:00:00;Getafe;Mallorca;2;0;H;0;0;D;14;3;6;0;10;19;4;2;0;1;0;0
SP1;30/12/2022;18:15:00;Cadiz;Almeria;1;1;D;0;1;A;12;18;6;9;7;14;3;2;2;0;0;0
SP1;30/12/2022;18:15:00;Celta;Sevilla;1;1;D;1;0;H;17;7;5;5;11;13;5;6;2;4;0;1
SP1;30/12/2022;20:30:00;Valladolid;Real Madrid;0;2;A;0;0;D;14;19;4;8;7;9;5;9;2;0;1;0
SP1;31/12/2022;13:00:00;Barcelona;Espanol;1;1;D;1;0;H;21;4;6;1;11;15;10;2;6;7;1;1
SP1;31/12/2022;15:15:00;Sociedad;Osasuna;2;0;H;1;0;H;9;11;2;3;10;15;3;2;1;1;0;0
SP1;31/12/2022;15:15:00;Villarreal;Valencia;2;1;H;1;1;D;14;13;8;4;12;16;5;2;1;3;0;0
SP1;06/01/2023;17:30:00;Elche;Celta;0;1;A;0;1;A;13;14;5;7;15;15;8;4;3;1;1;0
SP1;06/01/2023;20:00:00;Valencia;Cadiz;0;1;A;0;1;A;11;6;2;2;14;21;13;2;5;6;0;0
SP1;07/01/2023;15:15:00;Villarreal;Real Madrid;2;1;H;0;0;D;17;13;5;3;13;6;6;5;4;1;0;0
SP1;07/01/2023;17:30:00;Mallorca;Valladolid;1;0;H;0;0;D;13;9;4;1;14;17;6;2;2;3;0;0
SP1;07/01/2023;20:00:00;Espanol;Girona;2;2;D;0;1;A;12;12;6;5;13;16;5;2;3;2;0;0
SP1;08/01/2023;13:00:00;Almeria;Sociedad;0;2;A;0;0;D;6;9;1;6;13;14;4;2;1;0;0;0
SP1;08/01/2023;15:15:00;Vallecano;Betis;1;2;A;1;2;A;15;14;3;3;10;16;5;7;3;2;0;0
SP1;08/01/2023;17:30:00;Sevilla;Getafe;2;1;H;1;0;H;11;11;5;2;13;16;4;4;3;3;0;0
SP1;08/01/2023;20:00:00;Ath Madrid;Barcelona;0;1;A;0;1;A;20;10;5;2;8;16;7;4;2;3;1;1
SP1;09/01/2023;20:00:00;Ath Bilbao;Osasuna;0;0;D;0;0;D;17;3;3;1;8;13;14;1;0;1;0;0
SP1;13/01/2023;20:00:00;Celta;Villarreal;1;1;D;0;1;A;21;3;8;1;11;8;14;3;0;2;0;0
SP1;14/01/2023;13:00:00;Valladolid;Vallecano;0;1;A;0;0;D;9;13;2;6;17;18;4;8;2;2;0;0
SP1;14/01/2023;15:15:00;Girona;Sevilla;2;1;H;0;1;A;19;10;7;2;11;7;5;2;3;1;0;0
SP1;14/01/2023;17:30:00;Osasuna;Mallorca;1;0;H;0;0;D;15;6;4;2;15;19;3;1;2;3;0;0
SP1;14/01/2023;20:00:00;Sociedad;Ath Bilbao;3;1;H;2;1;H;11;6;5;2;20;15;4;2;5;1;0;1
SP1;15/01/2023;13:00:00;Getafe;Espanol;1;2;A;1;1;D;10;10;2;4;20;13;5;1;2;3;0;0
SP1;15/01/2023;15:15:00;Almeria;Ath Madrid;1;1;D;1;1;D;14;12;3;6;14;12;3;4;4;4;0;1
SP1;16/01/2023;20:00:00;Cadiz;Elche;1;1;D;1;0;H;16;12;3;5;11;21;3;6;3;2;0;0
SP1;20/01/2023;20:00:00;Mallorca;Celta;1;0;H;0;0;D;8;10;3;3;15;11;4;6;2;3;0;0
SP1;21/01/2023;13:00:00;Vallecano;Sociedad;0;2;A;0;2;A;14;12;2;7;11;11;3;4;0;0;0;0
SP1;21/01/2023;15:15:00;Espanol;Betis;1;0;H;1;0;H;8;13;2;4;18;8;7;4;3;2;0;0
SP1;21/01/2023;17:30:00;Ath Madrid;Valladolid;3;0;H;3;0;H;18;7;8;1;12;7;4;1;1;1;0;0
SP1;21/01/2023;20:00:00;Sevilla;Cadiz;1;0;H;0;0;D;17;4;9;1;15;14;8;1;1;4;0;1
SP1;22/01/2023;13:00:00;Villarreal;Girona;1;0;H;0;0;D;19;8;9;1;21;15;3;2;5;5;0;1
SP1;22/01/2023;15:15:00;Elche;Osasuna;1;1;D;0;1;A;13;8;4;4;19;9;7;2;2;1;0;0
SP1;22/01/2023;17:30:00;Barcelona;Getafe;1;0;H;1;0;H;8;7;4;3;11;6;4;2;1;2;0;0
SP1;22/01/2023;20:00:00;Ath Bilbao;Real Madrid;0;2;A;0;1;A;18;10;3;4;17;10;12;2;3;2;0;0
SP1;23/01/2023;20:00:00;Valencia;Almeria;2;2;D;0;0;D;16;14;6;3;8;8;6;2;2;1;0;0
SP1;27/01/2023;20:00:00;Almeria;Espanol;3;1;H;1;0;H;19;6;7;3;16;6;2;2;3;3;0;0
SP1;28/01/2023;13:00:00;Cadiz;Mallorca;2;0;H;2;0;H;11;9;4;2;13;12;6;2;2;2;0;0
SP1;28/01/2023;15:15:00;Girona;Barcelona;0;1;A;0;0;D;8;8;2;3;10;15;4;2;2;3;1;0
SP1;28/01/2023;17:30:00;Sevilla;Elche;3;0;H;3;0;H;22;6;8;1;7;8;5;2;1;3;0;1
SP1;28/01/2023;20:00:00;Getafe;Betis;0;1;A;0;0;D;6;13;1;2;25;12;6;1;4;2;0;0
SP1;29/01/2023;13:00:00;Valladolid;Valencia;1;0;H;0;0;D;13;15;6;2;14;15;4;7;3;1;0;0
SP1;29/01/2023;15:15:00;Osasuna;Ath Madrid;0;1;A;0;0;D;14;13;4;5;13;7;5;4;1;0;0;0
SP1;29/01/2023;17:30:00;Celta;Ath Bilbao;1;0;H;0;0;D;9;5;3;0;17;19;2;5;3;2;0;0
SP1;29/01/2023;20:00:00;Real Madrid;Sociedad;0;0;D;0;0;D;20;8;7;3;8;19;10;3;1;4;0;0
SP1;30/01/2023;20:00:00;Villarreal;Vallecano;0;1;A;0;0;D;12;11;3;3;11;18;5;4;2;3;0;0
SP1;01/02/2023;20:00:00;Betis;Barcelona;1;2;A;0;0;D;5;13;1;3;17;9;1;6;3;0;1;0
SP1;02/02/2023;20:00:00;Real Madrid;Valencia;2;0;H;0;0;D;19;4;7;0;12;17;6;6;3;1;0;1
SP1;03/02/2023;20:00:00;Ath Bilbao;Cadiz;4;1;H;3;1;H;17;15;9;3;14;12;0;3;2;1;1;0
SP1;04/02/2023;13:00:00;Espanol;Osasuna;1;1;D;0;1;A;9;9;4;3;9;17;4;3;3;5;1;1
SP1;04/02/2023;15:15:00;Elche;Villarreal;3;1;H;2;1;H;18;14;7;2;19;8;6;10;4;2;0;0
SP1;04/02/2023;17:30:00;Ath Madrid;Getafe;1;1;D;0;0;D;12;9;4;1;11;18;8;0;3;5;0;0
SP1;04/02/2023;20:00:00;Betis;Celta;3;4;A;2;2;D;15;9;7;7;11;13;5;5;2;3;1;0
SP1;05/02/2023;13:00:00;Mallorca;Real Madrid;1;0;H;1;0;H;4;20;1;1;29;14;1;12;5;5;0;0
SP1;05/02/2023;15:15:00;Girona;Valencia;1;0;H;0;0;D;20;8;8;4;11;10;8;4;1;4;0;0
SP1;05/02/2023;17:30:00;Sociedad;Valladolid;0;1;A;0;0;D;15;7;4;2;17;14;0;4;4;5;0;0
SP1;05/02/2023;20:00:00;Barcelona;Sevilla;3;0;H;0;0;D;16;3;7;1;8;10;8;3;0;2;0;0
SP1;06/02/2023;20:00:00;Vallecano;Almeria;2;0;H;0;0;D;15;14;11;5;16;9;3;7;3;3;0;0
SP1;10/02/2023;20:00:00;Cadiz;Girona;2;0;H;2;0;H;12;7;3;1;17;11;5;6;4;4;0;0
SP1;11/02/2023;15:15:00;Almeria;Betis;2;3;A;1;2;A;16;12;9;7;12;10;8;2;2;3;0;0
SP1;11/02/2023;17:30:00;Sevilla;Mallorca;2;0;H;2;0;H;15;6;6;0;9;14;8;2;5;2;0;0
SP1;11/02/2023;20:00:00;Valencia;Ath Bilbao;1;2;A;1;1;D;18;11;8;3;11;17;7;1;2;2;0;0
SP1;12/02/2023;13:00:00;Getafe;Vallecano;1;1;D;0;1;A;13;19;4;4;21;19;5;6;4;4;1;0
SP1;12/02/2023;15:15:00;Celta;Ath Madrid;0;1;A;0;0;D;14;10;3;2;10;13;7;5;2;2;0;1
SP1;12/02/2023;17:30:00;Valladolid;Osasuna;0;0;D;0;0;D;18;15;5;4;13;16;10;4;1;3;0;0
SP1;12/02/2023;20:00:00;Villarreal;Barcelona;0;1;A;0;1;A;11;7;2;4;22;18;6;2;4;4;0;0
SP1;13/02/2023;20:00:00;Espanol;Sociedad;2;3;A;0;1;A;10;11;6;5;9;17;4;3;4;1;1;0
SP1;15/02/2023;20:00:00;Real Madrid;Elche;4;0;H;3;0;H;26;7;13;0;5;13;6;4;1;3;0;0
SP1;17/02/2023;20:00:00;Girona;Almeria;6;2;H;4;0;H;14;16;8;4;10;8;1;7;1;1;0;0
SP1;18/02/2023;13:00:00;Sociedad;Celta;1;1;D;1;0;H;9;18;3;4;14;12;3;7;3;5;0;1
SP1;18/02/2023;15:15:00;Betis;Valladolid;2;1;H;2;1;H;16;17;10;3;18;15;4;6;3;5;0;0
SP1;18/02/2023;17:30:00;Mallorca;Villarreal;4;2;H;2;1;H;13;8;5;4;19;8;4;4;5;0;0;1
