Div;Date;Time;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
SP1;23/01/2022;17:30:00;Vallecano;Ath Bilbao;0;1;A;0;1;A;29;9;3;3;8;20;9;7;1;6;0;0
SP1;23/01/2022;20:00:00;Alaves;Barcelona;0;1;A;0;0;D;6;10;2;4;16;8;1;10;0;0;0;0
SP1;04/02/2022;20:00:00;Getafe;Levante;3;0;H;2;0;H;14;11;8;2;12;13;2;8;4;3;0;0
SP1;05/02/2022;13:00:00;Elche;Alaves;3;1;H;0;1;A;14;6;4;2;15;11;7;3;1;1;0;0
SP1;05/02/2022;15:15:00;Mallorca;Cadiz;2;1;H;1;1;D;17;12;5;5;14;15;6;4;2;4;0;0
SP1;05/02/2022;17:30:00;Celta;Vallecano;2;0;H;1;0;H;13;11;3;0;17;17;7;2;0;2;0;0
SP1;05/02/2022;20:00:00;Osasuna;Sevilla;0;0;D;0;0;D;9;9;3;4;13;7;1;1;1;1;0;0
SP1;06/02/2022;13:00:00;Valencia;Sociedad;0;0;D;0;0;D;14;8;3;2;17;14;9;9;4;2;0;0
SP1;06/02/2022;15:15:00;Barcelona;Ath Madrid;4;2;H;3;1;H;9;10;4;4;15;13;3;5;2;2;1;0
SP1;06/02/2022;17:30:00;Betis;Villarreal;0;2;A;0;1;A;9;9;3;3;19;14;6;6;2;3;0;0
SP1;06/02/2022;20:00:00;Real Madrid;Granada;1;0;H;0;0;D;24;7;11;3;9;11;9;2;2;1;0;0
SP1;07/02/2022;20:00:00;Ath Bilbao;Espanol;2;1;H;2;1;H;7;7;4;3;17;11;5;3;3;3;0;0
SP1;11/02/2022;20:00:00;Sevilla;Elche;2;0;H;0;0;D;14;7;6;1;13;14;5;4;1;5;0;0
SP1;12/02/2022;13:00:00;Cadiz;Celta;0;0;D;0;0;D;8;6;2;1;12;19;3;3;3;2;0;0
SP1;12/02/2022;15:15:00;Villarreal;Real Madrid;0;0;D;0;0;D;9;17;2;6;11;10;3;3;2;4;0;0
SP1;12/02/2022;17:30:00;Vallecano;Osasuna;0;3;A;0;2;A;10;12;3;5;11;16;4;5;2;1;0;0
SP1;12/02/2022;20:00:00;Ath Madrid;Getafe;4;3;H;3;3;D;11;10;7;4;18;17;5;4;3;4;1;0
SP1;13/02/2022;13:00:00;Alaves;Valencia;2;1;H;1;0;H;9;9;5;4;15;17;5;9;4;3;0;0
SP1;13/02/2022;15:15:00;Levante;Betis;2;4;A;1;3;A;12;19;4;11;13;8;5;7;1;2;1;0
SP1;13/02/2022;17:30:00;Sociedad;Granada;2;0;H;1;0;H;18;15;8;2;13;13;6;5;0;2;0;0
SP1;13/02/2022;20:00:00;Espanol;Barcelona;2;2;D;1;1;D;10;12;4;4;14;13;3;5;5;4;1;1
SP1;14/02/2022;20:00:00;Mallorca;Ath Bilbao;3;2;H;2;0;H;16;7;5;2;22;15;6;6;6;4;0;0
SP1;16/02/2022;18:00:00;Ath Madrid;Levante;0;1;A;0;0;D;10;8;1;5;9;19;5;3;3;4;0;0
SP1;18/02/2022;20:00:00;Elche;Vallecano;2;1;H;0;0;D;9;13;5;2;18;15;2;3;2;4;0;0
SP1;19/02/2022;13:00:00;Granada;Villarreal;1;4;A;0;2;A;20;15;5;7;15;10;9;2;3;6;0;0
SP1;19/02/2022;15:15:00;Osasuna;Ath Madrid;0;3;A;0;1;A;14;5;4;4;12;19;4;2;1;2;0;0
SP1;19/02/2022;17:30:00;Cadiz;Getafe;1;1;D;1;1;D;9;6;2;1;17;11;7;2;3;4;0;0
SP1;19/02/2022;20:00:00;Real Madrid;Alaves;3;0;H;0;0;D;22;7;9;2;6;11;7;1;1;1;0;0
SP1;20/02/2022;13:00:00;Espanol;Sevilla;1;1;D;0;1;A;11;7;4;2;14;14;3;7;4;5;0;1
SP1;20/02/2022;15:15:00;Valencia;Barcelona;1;4;A;0;3;A;11;6;5;6;22;16;8;3;3;4;0;0
SP1;20/02/2022;17:30:00;Betis;Mallorca;2;1;H;1;0;H;14;10;5;1;13;17;4;7;3;2;0;0
SP1;20/02/2022;20:00:00;Ath Bilbao;Sociedad;4;0;H;0;0;D;18;9;8;2;9;9;6;4;4;1;0;0
SP1;21/02/2022;20:00:00;Celta;Levante;1;1;D;0;0;D;8;13;4;3;15;16;2;5;3;5;0;0
SP1;25/02/2022;20:00:00;Levante;Elche;3;0;H;1;0;H;11;8;4;3;17;8;3;3;1;2;0;1
SP1;26/02/2022;13:00:00;Mallorca;Valencia;0;1;A;0;1;A;23;8;3;4;14;21;14;1;4;6;0;1
SP1;26/02/2022;15:15:00;Getafe;Alaves;2;2;D;0;1;A;12;7;3;3;7;24;6;1;2;4;1;0
SP1;26/02/2022;17:30:00;Vallecano;Real Madrid;0;1;A;0;0;D;19;13;5;6;20;5;5;9;5;3;0;0
SP1;26/02/2022;20:00:00;Ath Madrid;Celta;2;0;H;1;0;H;13;16;6;2;10;7;5;9;4;3;0;0
SP1;27/02/2022;13:00:00;Villarreal;Espanol;5;1;H;3;0;H;19;7;11;2;11;12;10;3;2;1;0;0
SP1;27/02/2022;15:15:00;Sevilla;Betis;2;1;H;2;0;H;12;10;3;2;13;16;4;4;6;3;0;0
SP1;27/02/2022;17:30:00;Sociedad;Osasuna;1;0;H;0;0;D;11;11;5;1;10;9;6;5;0;4;0;0
SP1;27/02/2022;20:00:00;Barcelona;Ath Bilbao;4;0;H;1;0;H;17;6;7;3;8;10;5;0;2;1;0;0
SP1;28/02/2022;20:00:00;Granada;Cadiz;0;0;D;0;0;D;6;12;1;4;12;17;0;4;3;3;1;0
SP1;02/03/2022;20:00:00;Mallorca;Sociedad;0;2;A;0;1;A;13;13;1;3;12;9;3;4;0;2;0;0
SP1;04/03/2022;20:00:00;Alaves;Sevilla;0;0;D;0;0;D;14;13;2;4;16;8;5;5;3;1;0;0
SP1;05/03/2022;13:00:00;Osasuna;Villarreal;1;0;H;0;0;D;12;10;3;1;12;6;6;8;1;0;0;0
SP1;05/03/2022;15:15:00;Espanol;Getafe;2;0;H;2;0;H;4;12;1;3;17;15;1;5;6;5;0;0
SP1;05/03/2022;17:30:00;Valencia;Granada;3;1;H;0;0;D;12;7;4;0;14;13;3;6;3;3;0;0
SP1;05/03/2022;20:00:00;Real Madrid;Sociedad;4;1;H;2;1;H;18;1;8;1;12;14;7;1;0;2;0;0
SP1;06/03/2022;13:00:00;Cadiz;Vallecano;2;0;H;0;0;D;13;14;7;3;23;15;5;6;5;3;0;0
SP1;06/03/2022;15:15:00;Elche;Barcelona;1;2;A;1;0;H;13;20;3;9;10;8;5;6;2;6;1;0
SP1;06/03/2022;17:30:00;Celta;Mallorca;4;3;H;2;1;H;16;12;8;3;17;9;4;5;5;4;1;0
SP1;06/03/2022;20:00:00;Betis;Ath Madrid;1;3;A;1;1;D;18;8;6;6;16;10;10;3;5;3;0;0
SP1;07/03/2022;20:00:00;Ath Bilbao;Levante;3;1;H;0;0;D;17;5;9;2;6;14;4;3;1;2;0;0
SP1;11/03/2022;20:00:00;Ath Madrid;Cadiz;2;1;H;1;1;D;6;14;5;3;23;14;0;4;4;1;1;0
SP1;12/03/2022;13:00:00;Levante;Espanol;1;1;D;0;0;D;14;6;3;1;17;10;8;2;4;4;0;0
SP1;12/03/2022;15:15:00;Granada;Elche;0;1;A;0;1;A;15;13;4;2;15;16;3;3;3;6;0;0
SP1;12/03/2022;17:30:00;Villarreal;Celta;1;0;H;0;0;D;10;12;3;2;12;14;5;6;1;1;0;0
SP1;12/03/2022;20:00:00;Getafe;Valencia;0;0;D;0;0;D;16;6;6;0;18;21;5;3;6;5;0;0
SP1;13/03/2022;13:00:00;Vallecano;Sevilla;1;1;D;0;0;D;10;3;2;2;16;15;5;6;0;1;0;0
SP1;13/03/2022;15:15:00;Betis;Ath Bilbao;1;0;H;1;0;H;8;11;5;2;17;12;5;6;4;5;1;0
SP1;13/03/2022;17:30:00;Sociedad;Alaves;1;0;H;0;0;D;15;13;6;4;15;12;6;4;1;1;0;0
SP1;13/03/2022;20:00:00;Barcelona;Osasuna;4;0;H;3;0;H;24;4;9;3;7;4;5;1;0;4;0;0
SP1;14/03/2022;20:00:00;Mallorca;Real Madrid;0;3;A;0;0;D;14;11;3;5;13;15;1;6;3;3;0;0
SP1;18/03/2022;20:00:00;Ath Bilbao;Getafe;1;1;D;1;1;D;22;7;11;2;15;13;8;2;4;5;0;2
SP1;19/03/2022;13:00:00;Alaves;Granada;2;3;A;0;0;D;11;12;6;3;12;10;6;2;4;6;0;1
SP1;19/03/2022;15:15:00;Elche;Valencia;0;1;A;0;0;D;8;8;2;3;19;14;4;2;3;3;1;0
SP1;19/03/2022;17:30:00;Osasuna;Levante;3;1;H;1;0;H;20;13;7;4;9;17;6;1;0;1;0;0
SP1;19/03/2022;20:00:00;Vallecano;Ath Madrid;0;1;A;0;0;D;15;11;3;3;15;12;3;6;0;0;0;1
SP1;20/03/2022;13:00:00;Espanol;Mallorca;1;0;H;1;0;H;12;9;3;3;14;12;6;6;3;3;0;0
SP1;20/03/2022;15:15:00;Cadiz;Villarreal;1;0;H;0;0;D;16;3;7;1;11;11;6;3;3;2;0;0
SP1;20/03/2022;15:15:00;Celta;Betis;0;0;D;0;0;D;9;7;3;1;12;12;2;2;1;2;0;0
SP1;20/03/2022;17:30:00;Sevilla;Sociedad;0;0;D;0;0;D;10;13;0;2;12;13;7;3;0;3;0;0
SP1;20/03/2022;20:00:00;Real Madrid;Barcelona;0;4;A;0;2;A;14;18;4;10;9;12;4;3;4;4;0;0
SP1;02/04/2022;13:00:00;Getafe;Mallorca;1;0;H;0;0;D;16;7;3;1;15;22;5;1;5;6;0;1
SP1;02/04/2022;15:15:00;Levante;Villarreal;2;0;H;0;0;D;13;13;4;2;16;13;1;8;4;2;0;0
SP1;02/04/2022;17:30:00;Celta;Real Madrid;1;2;A;0;1;A;10;12;4;6;16;12;9;3;3;0;0;0
SP1;02/04/2022;20:00:00;Ath Madrid;Alaves;4;1;H;1;0;H;14;7;8;1;10;13;8;2;1;0;0;0
SP1;03/04/2022;13:00:00;Ath Bilbao;Elche;2;1;H;1;0;H;16;6;6;2;14;16;7;4;2;4;0;0
SP1;03/04/2022;15:15:00;Betis;Osasuna;4;1;H;2;0;H;24;10;8;3;11;5;11;7;1;3;0;0
SP1;03/04/2022;17:30:00;Granada;Vallecano;2;2;D;0;2;A;17;10;9;4;14;14;5;4;4;5;0;1
SP1;03/04/2022;17:30:00;Valencia;Cadiz;0;0;D;0;0;D;5;4;1;3;11;18;4;3;3;6;0;1
SP1;03/04/2022;20:00:00;Barcelona;Sevilla;1;0;H;0;0;D;19;8;6;3;12;8;9;2;3;3;0;0
SP1;04/04/2022;20:00:00;Sociedad;Espanol;1;0;H;0;0;D;17;8;6;2;17;13;6;0;2;4;0;0
SP1;08/04/2022;20:00:00;Sevilla;Granada;4;2;H;1;1;D;16;15;8;5;7;7;14;3;2;2;0;0
SP1;09/04/2022;13:00:00;Cadiz;Betis;1;2;A;0;0;D;10;10;4;3;18;10;8;4;1;2;0;0
SP1;09/04/2022;15:15:00;Mallorca;Ath Madrid;1;0;H;0;0;D;10;9;3;1;14;11;1;6;1;4;0;0
SP1;09/04/2022;17:30:00;Villarreal;Ath Bilbao;1;1;D;0;1;A;11;12;5;6;17;15;7;2;2;3;0;0
SP1;09/04/2022;20:00:00;Real Madrid;Getafe;2;0;H;1;0;H;26;8;8;0;13;11;10;2;2;2;0;0
SP1;10/04/2022;13:00:00;Osasuna;Alaves;1;0;H;0;0;D;15;8;4;2;12;6;7;3;3;1;0;0
SP1;10/04/2022;15:15:00;Espanol;Celta;1;0;H;0;0;D;11;10;2;5;12;21;2;3;4;1;0;0
SP1;10/04/2022;17:30:00;Elche;Sociedad;1;2;A;1;2;A;10;17;1;6;15;12;8;9;3;3;0;0
SP1;10/04/2022;20:00:00;Levante;Barcelona;2;3;A;0;0;D;11;14;6;7;8;7;4;3;1;1;0;0
SP1;11/04/2022;20:00:00;Vallecano;Valencia;1;1;D;0;0;D;11;6;4;2;13;17;5;4;3;4;0;0
SP1;15/04/2022;20:00:00;Sociedad;Betis;0;0;D;0;0;D;9;9;2;2;17;7;8;1;4;4;1;0
SP1;16/04/2022;13:00:00;Elche;Mallorca;3;0;H;1;0;H;6;13;2;2;17;13;2;1;2;3;0;0
SP1;16/04/2022;15:15:00;Alaves;Vallecano;1;0;H;0;0;D;11;20;5;3;10;9;2;12;2;3;0;1
SP1;16/04/2022;17:30:00;Valencia;Osasuna;1;2;A;0;0;D;11;9;4;3;11;22;9;5;1;2;0;0
SP1;16/04/2022;20:00:00;Getafe;Villarreal;1;2;A;0;2;A;12;11;5;6;17;6;6;6;2;0;0;0
SP1;17/04/2022;13:00:00;Granada;Levante;1;4;A;0;1;A;16;17;4;8;10;9;13;2;5;2;1;0
SP1;17/04/2022;15:15:00;Ath Madrid;Espanol;2;1;H;0;0;D;10;11;3;5;18;12;6;3;5;5;1;0
SP1;17/04/2022;17:30:00;Ath Bilbao;Celta;0;2;A;0;2;A;10;6;2;4;13;15;5;4;2;2;0;0
SP1;17/04/2022;20:00:00;Sevilla;Real Madrid;2;3;A;2;0;H;7;15;2;6;11;9;0;3;3;4;0;0
SP1;18/04/2022;20:00:00;Barcelona;Cadiz;0;1;A;0;0;D;18;6;6;4;16;9;8;1;4;1;0;0
SP1;19/04/2022;18:00:00;Mallorca;Alaves;2;1;H;2;0;H;5;12;3;4;25;15;0;6;2;6;0;0
SP1;19/04/2022;20:00:00;Betis;Elche;0;1;A;0;0;D;18;9;3;1;9;14;2;3;2;3;1;0
SP1;19/04/2022;20:30:00;Villarreal;Valencia;2;0;H;2;0;H;12;5;5;1;14;12;3;2;2;3;0;0
SP1;20/04/2022;18:00:00;Ath Madrid;Granada;0;0;D;0;0;D;22;7;1;2;9;12;11;1;4;5;0;0
SP1;20/04/2022;19:00:00;Celta;Getafe;0;2;A;0;1;A;9;6;2;3;13;13;2;1;2;5;0;0
SP1;20/04/2022;20:30:00;Osasuna;Real Madrid;1;3;A;1;2;A;12;23;3;11;13;7;3;4;1;3;0;0
SP1;21/04/2022;18:00:00;Espanol;Vallecano;0;1;A;0;1;A;6;13;2;2;14;18;3;10;4;4;0;0
SP1;21/04/2022;18:00:00;Levante;Sevilla;2;3;A;1;2;A;15;13;6;6;9;12;10;4;1;5;0;0
SP1;21/04/2022;19:00:00;Cadiz;Ath Bilbao;2;3;A;0;3;A;27;9;8;7;9;15;4;1;3;5;0;1
SP1;21/04/2022;20:30:00;Sociedad;Barcelona;0;1;A;0;1;A;8;11;5;1;12;9;5;3;1;2;0;0
SP1;24/04/2022;20:00:00;Barcelona;Vallecano;0;1;A;0;1;A;18;3;5;1;10;1;9;1;4;6;0;0
SP1;29/04/2022;20:00:00;Sevilla;Cadiz;1;1;D;1;0;H;11;10;6;4;15;11;5;6;2;2;0;0
SP1;30/04/2022;13:00:00;Alaves;Villarreal;2;1;H;2;0;H;11;16;5;6;14;5;5;8;5;2;0;0
SP1;30/04/2022;15:15:00;Real Madrid;Espanol;4;0;H;2;0;H;11;20;5;6;11;6;6;8;2;0;0;0
SP1;30/04/2022;17:30:00;Valencia;Levante;1;1;D;1;0;H;6;24;1;6;11;21;1;7;4;3;1;0
SP1;30/04/2022;20:00:00;Ath Bilbao;Ath Madrid;2;0;H;1;0;H;11;9;4;3;18;15;5;3;3;3;0;0
SP1;01/05/2022;13:00:00;Elche;Osasuna;1;1;D;0;0;D;11;9;4;3;13;18;7;4;4;2;0;0
SP1;01/05/2022;15:15:00;Granada;Celta;1;1;D;0;0;D;15;13;6;6;11;13;5;4;1;3;0;0
SP1;01/05/2022;17:30:00;Vallecano;Sociedad;1;1;D;0;1;A;13;8;7;3;15;7;8;5;2;1;0;0
SP1;01/05/2022;20:00:00;Barcelona;Mallorca;2;1;H;1;0;H;17;6;5;2;13;12;5;2;2;3;0;0
SP1;02/05/2022;20:00:00;Getafe;Betis;0;0;D;0;0;D;13;9;2;4;13;13;2;4;1;1;0;0
SP1;06/05/2022;20:00:00;Levante;Sociedad;2;1;H;0;0;D;16;21;7;6;10;11;7;6;2;3;0;0
SP1;07/05/2022;13:00:00;Mallorca;Granada;2;6;A;1;1;D;18;14;8;7;11;13;5;5;3;2;0;0
SP1;07/05/2022;15:15:00;Ath Bilbao;Valencia;0;0;D;0;0;D;10;4;5;1;13;22;4;2;4;4;0;1
SP1;07/05/2022;17:30:00;Cadiz;Elche;3;0;H;0;0;D;17;4;7;2;18;13;8;1;1;0;0;1
SP1;07/05/2022;17:30:00;Celta;Alaves;4;0;H;2;0;H;15;3;7;1;7;7;7;1;1;3;0;1
SP1;07/05/2022;20:00:00;Betis;Barcelona;1;2;A;0;0;D;14;11;5;5;16;18;4;8;1;2;0;0
SP1;08/05/2022;13:00:00;Getafe;Vallecano;0;0;D;0;0;D;12;12;6;1;20;14;4;5;3;4;0;0
SP1;08/05/2022;15:15:00;Villarreal;Sevilla;1;1;D;0;0;D;14;7;6;2;14;15;4;2;3;0;0;0
SP1;08/05/2022;17:30:00;Espanol;Osasuna;1;1;D;0;1;A;12;12;3;5;6;15;6;6;1;3;0;0
SP1;08/05/2022;20:00:00;Ath Madrid;Real Madrid;1;0;H;1;0;H;16;15;2;6;17;7;4;6;2;4;0;0
SP1;10/05/2022;18:00:00;Valencia;Betis;0;3;A;0;0;D;19;9;5;5;17;11;7;3;1;3;0;0
SP1;10/05/2022;19:00:00;Granada;Ath Bilbao;1;0;H;1;0;H;12;8;2;1;20;11;2;7;4;2;0;1
SP1;10/05/2022;20:30:00;Barcelona;Celta;3;1;H;2;0;H;10;13;4;5;18;6;2;8;3;0;0;1
SP1;11/05/2022;18:00:00;Alaves;Espanol;2;1;H;1;1;D;27;5;9;3;11;15;12;3;3;3;0;1
SP1;11/05/2022;18:00:00;Osasuna;Getafe;1;1;D;1;1;D;12;6;1;0;10;17;7;2;2;4;0;1
SP1;11/05/2022;19:30:00;Sevilla;Mallorca;0;0;D;0;0;D;18;10;4;2;11;18;6;3;4;6;0;0
SP1;11/05/2022;20:30:00;Elche;Ath Madrid;0;2;A;0;1;A;9;11;0;6;16;7;6;3;2;2;0;0
SP1;12/05/2022;18:00:00;Sociedad;Cadiz;3;0;H;1;0;H;13;14;7;1;13;11;2;12;4;2;0;0
SP1;12/05/2022;19:00:00;Vallecano;Villarreal;1;5;A;1;4;A;17;11;3;8;13;10;9;3;5;2;0;0
SP1;12/05/2022;20:30:00;Real Madrid;Levante;6;0;H;4;0;H;27;16;16;1;8;6;6;6;2;1;0;0
SP1;14/05/2022;17:30:00;Espanol;Valencia;1;1;D;1;1;D;5;18;3;5;18;15;2;3;4;1;0;0
SP1;15/05/2022;18:30:00;Ath Bilbao;Osasuna;2;0;H;1;0;H;14;8;8;1;6;14;10;6;0;0;0;0
SP1;15/05/2022;18:30:00;Ath Madrid;Sevilla;1;1;D;1;0;H;12;8;3;4;14;18;4;5;2;5;0;0
SP1;15/05/2022;18:30:00;Betis;Granada;2;0;H;1;0;H;11;14;4;4;11;17;4;9;0;1;0;0
SP1;15/05/2022;18:30:00;Cadiz;Real Madrid;1;1;D;1;1;D;21;16;7;7;13;11;10;2;7;2;0;0
SP1;15/05/2022;18:30:00;Celta;Elche;1;0;H;1;0;H;14;10;5;1;11;12;7;5;2;2;0;0
SP1;15/05/2022;18:30:00;Getafe;Barcelona;0;0;D;0;0;D;9;5;3;1;9;8;5;5;1;2;0;0
SP1;15/05/2022;18:30:00;Levante;Alaves;3;1;H;0;1;A;15;6;5;2;19;10;3;4;8;6;0;0
SP1;15/05/2022;18:30:00;Mallorca;Vallecano;2;1;H;1;0;H;12;11;5;4;13;8;5;3;1;0;0;0
SP1;15/05/2022;18:30:00;Villarreal;Sociedad;1;2;A;1;0;H;10;11;4;6;12;16;4;3;4;2;0;0
SP1;20/05/2022;20:00:00;Real Madrid;Betis;0;0;D;0;0;D;17;11;3;2;7;12;8;5;0;0;0;0
SP1;20/05/2022;20:00:00;Vallecano;Levante;2;4;A;1;3;A;19;14;8;7;8;12;7;3;0;3;0;0
SP1;21/05/2022;16:30:00;Valencia;Celta;2;0;H;1;0;H;10;9;3;3;22;19;3;3;3;3;0;0
SP1;22/05/2022;16:30:00;Elche;Getafe;3;1;H;1;1;D;19;7;9;2;11;9;8;3;2;2;0;0
SP1;22/05/2022;19:00:00;Alaves;Cadiz;0;1;A;0;0;D;9;13;2;6;11;13;4;4;0;1;0;0
SP1;22/05/2022;19:00:00;Granada;Espanol;0;0;D;0;0;D;15;10;5;5;9;12;7;3;1;0;0;0
SP1;22/05/2022;19:00:00;Osasuna;Mallorca;0;2;A;0;0;D;11;14;1;6;8;14;5;7;2;2;0;0
SP1;22/05/2022;21:00:00;Barcelona;Villarreal;0;2;A;0;1;A;14;4;3;3;12;7;12;1;3;1;0;0
SP1;22/05/2022;21:00:00;Sevilla;Ath Bilbao;1;0;H;0;0;D;13;9;3;1;13;12;5;0;3;3;0;0
SP1;22/05/2022;21:00:00;Sociedad;Ath Madrid;1;2;A;0;0;D;12;6;3;5;16;11;3;2;4;2;0;0
