Div;Date;Time;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
SP1;22/11/2020;15:15:00;Cadiz;Sociedad;0;1;A;0;0;D;2;14;0;4;14;14;1;6;2;1;0;0
SP1;22/11/2020;17:30:00;Granada;Valladolid;1;3;A;0;1;A;16;9;6;3;16;14;5;3;4;3;0;0
SP1;22/11/2020;20:00:00;Alaves;Valencia;2;2;D;2;0;H;13;13;3;5;21;16;4;5;1;1;0;0
SP1;23/11/2020;20:00:00;Ath Bilbao;Betis;4;0;H;2;0;H;14;7;9;1;16;8;6;3;0;0;0;0
SP1;27/11/2020;20:00:00;Valladolid;Levante;1;1;D;0;0;D;10;10;4;3;18;11;3;11;0;3;0;0
SP1;28/11/2020;13:00:00;Elche;Cadiz;1;1;D;1;0;H;4;7;3;2;16;15;1;9;6;2;1;0
SP1;28/11/2020;15:15:00;Valencia;Ath Madrid;0;1;A;0;0;D;5;14;2;6;12;15;2;7;2;5;0;0
SP1;28/11/2020;17:30:00;Huesca;Sevilla;0;1;A;0;0;D;5;16;1;4;14;9;1;10;4;3;0;0
SP1;28/11/2020;20:00:00;Real Madrid;Alaves;1;2;A;0;1;A;20;11;9;6;8;17;12;9;2;3;0;0
SP1;29/11/2020;13:00:00;Barcelona;Osasuna;4;0;H;2;0;H;20;10;11;5;8;12;5;3;1;0;0;0
SP1;29/11/2020;15:15:00;Getafe;Ath Bilbao;1;1;D;0;1;A;11;5;3;2;16;23;3;2;2;4;0;0
SP1;29/11/2020;17:30:00;Celta;Granada;3;1;H;1;1;D;17;9;8;2;14;13;8;0;4;3;1;0
SP1;29/11/2020;20:00:00;Sociedad;Villarreal;1;1;D;1;1;D;8;10;4;2;18;12;4;4;5;3;0;0
SP1;30/11/2020;20:00:00;Betis;Eibar;0;2;A;0;0;D;7;11;3;6;13;14;6;2;2;1;0;0
SP1;04/12/2020;20:00:00;Ath Bilbao;Celta;0;2;A;0;0;D;10;6;0;4;7;15;4;5;2;1;0;0
SP1;05/12/2020;13:00:00;Levante;Getafe;3;0;H;2;0;H;12;9;8;0;12;13;5;5;2;7;0;2
SP1;05/12/2020;15:15:00;Sevilla;Real Madrid;0;1;A;0;0;D;12;10;2;3;15;20;4;3;1;3;0;0
SP1;05/12/2020;17:30:00;Ath Madrid;Valladolid;2;0;H;0;0;D;15;13;4;3;10;10;4;4;4;2;0;0
SP1;05/12/2020;20:00:00;Cadiz;Barcelona;2;1;H;1;0;H;7;21;3;8;10;7;5;13;0;2;0;0
SP1;06/12/2020;13:00:00;Granada;Huesca;3;3;D;1;1;D;15;16;6;7;12;16;4;2;2;0;0;0
SP1;06/12/2020;15:15:00;Osasuna;Betis;0;2;A;0;0;D;10;12;0;5;16;12;2;5;3;2;0;0
SP1;06/12/2020;17:30:00;Villarreal;Elche;0;0;D;0;0;D;12;3;3;0;16;13;4;0;3;2;0;0
SP1;06/12/2020;20:00:00;Alaves;Sociedad;0;0;D;0;0;D;5;13;1;5;3;11;2;3;1;0;1;0
SP1;07/12/2020;20:00:00;Eibar;Valencia;0;0;D;0;0;D;19;6;3;4;15;10;8;0;3;2;0;0
SP1;11/12/2020;20:00:00;Valladolid;Osasuna;3;2;H;1;2;A;11;13;6;6;14;18;3;3;4;5;0;0
SP1;12/12/2020;13:00:00;Valencia;Ath Bilbao;2;2;D;1;0;H;11;13;2;5;19;16;0;10;2;6;0;0
SP1;12/12/2020;15:15:00;Getafe;Sevilla;0;1;A;0;0;D;8;8;2;0;14;13;5;3;2;3;0;0
SP1;12/12/2020;17:30:00;Huesca;Alaves;1;0;H;0;0;D;11;3;3;1;14;20;5;2;1;4;0;0
SP1;12/12/2020;20:00:00;Real Madrid;Ath Madrid;2;0;H;1;0;H;11;5;3;1;7;16;3;6;1;3;0;0
SP1;13/12/2020;13:00:00;Sociedad;Eibar;1;1;D;1;0;H;8;16;2;4;14;11;5;4;4;3;0;0
SP1;13/12/2020;15:15:00;Betis;Villarreal;1;1;D;0;1;A;11;7;5;2;13;14;4;8;2;3;0;0
SP1;13/12/2020;17:30:00;Elche;Granada;0;1;A;0;1;A;9;13;1;5;16;15;6;5;4;2;0;0
SP1;13/12/2020;20:00:00;Barcelona;Levante;1;0;H;0;0;D;24;7;13;3;4;15;12;4;2;1;0;0
SP1;14/12/2020;20:00:00;Celta;Cadiz;4;0;H;4;0;H;8;12;5;2;24;9;1;5;2;1;0;0
SP1;15/12/2020;21:00:00;Real Madrid;Ath Bilbao;3;1;H;1;0;H;18;10;5;4;8;9;6;6;1;3;0;1
SP1;16/12/2020;20:00:00;Barcelona;Sociedad;2;1;H;2;1;H;14;12;4;5;18;14;2;3;3;3;0;0
SP1;18/12/2020;20:00:00;Ath Bilbao;Huesca;2;0;H;0;0;D;10;6;3;1;9;16;5;5;0;3;0;1
SP1;19/12/2020;13:00:00;Ath Madrid;Elche;3;1;H;1;0;H;12;8;6;3;13;14;2;5;1;2;0;0
SP1;19/12/2020;15:15:00;Barcelona;Valencia;2;2;D;1;1;D;25;12;9;4;10;14;8;3;4;2;0;0
SP1;19/12/2020;17:30:00;Levante;Sociedad;2;1;H;1;1;D;13;15;5;5;19;14;3;4;2;1;0;0
SP1;19/12/2020;17:30:00;Osasuna;Villarreal;1;3;A;0;2;A;6;13;1;6;17;16;2;2;2;2;1;0
SP1;19/12/2020;20:00:00;Sevilla;Valladolid;1;1;D;1;0;H;14;12;3;5;14;10;7;7;3;4;0;0
SP1;20/12/2020;13:00:00;Celta;Alaves;2;0;H;1;0;H;11;8;3;2;18;12;3;5;2;2;0;0
SP1;20/12/2020;15:15:00;Granada;Betis;2;0;H;2;0;H;8;14;3;1;21;16;1;10;3;4;0;0
SP1;20/12/2020;17:30:00;Cadiz;Getafe;0;2;A;0;1;A;8;6;1;4;6;22;2;4;1;6;0;0
SP1;20/12/2020;20:00:00;Eibar;Real Madrid;1;3;A;1;2;A;10;11;3;5;11;7;4;4;1;0;0;0
SP1;22/12/2020;16:30:00;Elche;Osasuna;2;2;D;0;1;A;7;15;2;6;8;17;4;4;1;2;0;1
SP1;22/12/2020;16:30:00;Valencia;Sevilla;0;1;A;0;0;D;10;19;4;3;11;17;3;5;3;2;0;0
SP1;22/12/2020;18:45:00;Huesca;Levante;1;1;D;1;0;H;11;9;2;1;10;17;10;3;2;3;0;0
SP1;22/12/2020;18:45:00;Sociedad;Ath Madrid;0;2;A;0;0;D;6;8;1;3;20;17;5;5;3;3;0;0
SP1;22/12/2020;21:00:00;Valladolid;Barcelona;0;3;A;0;2;A;12;21;5;10;12;10;4;5;1;2;0;0
SP1;22/12/2020;21:00:00;Villarreal;Ath Bilbao;1;1;D;0;1;A;17;9;6;3;10;18;6;4;1;1;0;0
SP1;23/12/2020;16:30:00;Getafe;Celta;1;1;D;1;1;D;6;2;3;1;17;16;1;4;3;3;0;0
SP1;23/12/2020;18:45:00;Real Madrid;Granada;2;0;H;0;0;D;23;10;6;1;13;11;8;1;2;1;0;0
SP1;23/12/2020;21:00:00;Alaves;Eibar;2;1;H;2;1;H;13;8;3;4;10;14;2;7;4;2;0;0
SP1;23/12/2020;21:00:00;Betis;Cadiz;1;0;H;0;0;D;6;6;1;3;18;9;5;5;1;1;0;0
SP1;29/12/2020;16:00:00;Sevilla;Villarreal;2;0;H;1;0;H;10;6;3;2;13;14;4;7;1;4;0;0
SP1;29/12/2020;18:15:00;Barcelona;Eibar;1;1;D;0;0;D;16;9;5;3;6;15;5;7;0;2;0;0
SP1;29/12/2020;20:30:00;Cadiz;Valladolid;0;0;D;0;0;D;8;7;3;1;14;13;1;6;3;2;0;0
SP1;29/12/2020;20:30:00;Levante;Betis;4;3;H;3;1;H;10;19;5;7;9;14;3;6;3;2;1;0
SP1;30/12/2020;16:00:00;Granada;Valencia;2;1;H;1;1;D;24;16;5;6;16;15;6;6;4;4;1;2
SP1;30/12/2020;18:15:00;Ath Madrid;Getafe;1;0;H;1;0;H;10;10;3;2;7;12;5;2;2;3;0;0
SP1;30/12/2020;18:15:00;Celta;Huesca;2;1;H;1;0;H;15;17;6;6;19;8;0;5;2;0;0;0
SP1;30/12/2020;20:30:00;Elche;Real Madrid;1;1;D;0;1;A;6;14;3;6;8;18;2;3;1;4;0;0
SP1;31/12/2020;13:00:00;Ath Bilbao;Sociedad;0;1;A;0;1;A;4;13;0;3;23;18;2;4;5;4;0;0
SP1;31/12/2020;15:15:00;Osasuna;Alaves;1;1;D;0;0;D;8;15;3;1;12;9;5;4;3;4;1;0
SP1;02/01/2021;13:00:00;Villarreal;Levante;2;1;H;1;0;H;12;9;7;2;12;11;3;5;1;1;0;0
SP1;02/01/2021;15:15:00;Betis;Sevilla;1;1;D;0;0;D;16;6;3;2;15;18;2;1;5;2;0;0
SP1;02/01/2021;17:30:00;Getafe;Valladolid;0;1;A;0;1;A;11;8;4;2;13;13;5;9;3;2;0;0
SP1;02/01/2021;20:00:00;Real Madrid;Celta;2;0;H;1;0;H;9;6;2;1;14;14;1;5;4;2;0;0
SP1;03/01/2021;13:00:00;Ath Bilbao;Elche;1;0;H;1;0;H;13;5;2;2;15;13;5;4;2;1;0;0
SP1;03/01/2021;15:15:00;Alaves;Ath Madrid;1;2;A;0;1;A;4;8;1;4;14;12;1;5;0;2;1;0
SP1;03/01/2021;17:30:00;Eibar;Granada;2;0;H;0;0;D;15;6;7;3;10;9;4;2;2;1;0;0
SP1;03/01/2021;17:30:00;Sociedad;Osasuna;1;1;D;0;1;A;8;6;2;2;15;8;7;2;1;1;0;0
SP1;03/01/2021;20:00:00;Huesca;Barcelona;0;1;A;0;1;A;4;20;4;7;12;11;2;6;1;0;0;0
SP1;04/01/2021;20:00:00;Valencia;Cadiz;1;1;D;0;0;D;11;9;4;2;11;17;9;7;2;2;0;0
SP1;06/01/2021;20:00:00;Ath Bilbao;Barcelona;2;3;A;1;2;A;8;13;3;9;10;6;3;4;2;1;0;0
SP1;08/01/2021;20:00:00;Celta;Villarreal;0;4;A;0;4;A;8;15;3;6;15;18;3;4;1;0;0;0
SP1;09/01/2021;13:00:00;Sevilla;Sociedad;3;2;H;2;2;D;12;10;7;4;8;18;2;9;0;3;0;0
SP1;09/01/2021;17:30:00;Granada;Barcelona;0;4;A;0;3;A;8;13;4;4;16;3;4;1;2;3;1;0
SP1;09/01/2021;20:00:00;Osasuna;Real Madrid;0;0;D;0;0;D;8;9;2;1;9;3;2;4;0;0;0;0
SP1;10/01/2021;13:00:00;Levante;Eibar;2;1;H;0;0;D;4;17;2;4;12;8;4;9;2;0;0;0
SP1;10/01/2021;15:15:00;Cadiz;Alaves;3;1;H;1;1;D;10;5;7;2;17;10;4;1;1;4;0;1
SP1;10/01/2021;20:00:00;Valladolid;Valencia;0;1;A;0;0;D;11;17;4;6;14;14;0;4;2;3;0;0
SP1;11/01/2021;18:00:00;Elche;Getafe;1;3;A;1;1;D;7;14;4;7;14;16;1;7;4;2;1;0
SP1;11/01/2021;20:00:00;Huesca;Betis;0;2;A;0;0;D;10;15;3;5;12;13;3;6;2;2;0;1
SP1;12/01/2021;18:00:00;Granada;Osasuna;2;0;H;2;0;H;9;15;2;3;16;17;4;4;1;4;0;0
SP1;12/01/2021;20:30:00;Ath Madrid;Sevilla;2;0;H;1;0;H;5;13;4;2;14;11;3;12;2;0;0;0
SP1;19/01/2021;18:00:00;Cadiz;Levante;2;2;D;2;2;D;8;8;2;5;13;11;5;2;3;1;0;0
SP1;19/01/2021;18:00:00;Valladolid;Elche;2;2;D;0;2;A;13;9;2;3;14;19;4;5;1;3;1;0
SP1;19/01/2021;20:30:00;Alaves;Sevilla;1;2;A;1;2;A;12;7;3;3;15;14;3;2;3;3;0;0
SP1;20/01/2021;18:00:00;Getafe;Huesca;1;0;H;0;0;D;12;15;5;3;15;14;3;8;2;4;0;0
SP1;20/01/2021;20:00:00;Betis;Celta;2;1;H;2;1;H;12;10;4;3;13;15;5;6;2;3;0;0
SP1;20/01/2021;20:30:00;Villarreal;Granada;2;2;D;1;1;D;9;3;3;2;11;11;3;0;2;4;0;1
SP1;21/01/2021;18:00:00;Valencia;Osasuna;1;1;D;0;1;A;10;14;3;5;8;17;9;4;1;3;0;0
SP1;21/01/2021;20:30:00;Eibar;Ath Madrid;1;2;A;1;1;D;12;9;2;4;24;9;3;3;2;2;0;0
SP1;22/01/2021;20:00:00;Levante;Valladolid;2;2;D;0;0;D;11;7;3;3;16;12;8;2;0;1;0;0
SP1;23/01/2021;13:00:00;Huesca;Villarreal;0;0;D;0;0;D;5;8;1;2;9;15;1;2;3;1;0;0
SP1;23/01/2021;15:15:00;Sevilla;Cadiz;3;0;H;2;0;H;15;9;7;3;12;6;7;6;1;3;0;0
SP1;23/01/2021;17:30:00;Sociedad;Betis;2;2;D;0;0;D;12;7;6;4;14;13;8;3;2;2;0;0
SP1;23/01/2021;20:00:00;Alaves;Real Madrid;1;4;A;0;3;A;14;10;4;7;16;7;4;4;5;3;0;0
SP1;24/01/2021;13:00:00;Osasuna;Granada;3;1;H;2;0;H;7;12;4;1;15;15;1;5;5;4;1;0
SP1;24/01/2021;15:15:00;Elche;Barcelona;0;2;A;0;1;A;4;15;2;8;15;9;0;7;0;2;0;0
SP1;24/01/2021;17:30:00;Celta;Eibar;1;1;D;1;0;H;7;9;4;2;10;16;0;6;4;3;0;0
SP1;24/01/2021;20:00:00;Ath Madrid;Valencia;3;1;H;1;1;D;14;8;5;4;11;14;7;7;2;0;0;0
SP1;25/01/2021;20:00:00;Ath Bilbao;Getafe;5;1;H;1;1;D;11;6;8;2;13;18;4;4;4;4;0;0
SP1;29/01/2021;20:00:00;Valladolid;Huesca;1;3;A;0;1;A;14;11;4;5;12;12;6;7;2;2;0;0
SP1;30/01/2021;13:00:00;Eibar;Sevilla;0;2;A;0;1;A;17;7;6;4;10;12;6;2;4;3;0;0
SP1;30/01/2021;15:15:00;Real Madrid;Levante;1;2;A;1;1;D;8;14;2;8;9;20;3;7;1;2;1;0
SP1;30/01/2021;17:30:00;Valencia;Elche;1;0;H;1;0;H;14;10;4;1;18;15;4;10;1;7;0;0
SP1;30/01/2021;20:00:00;Villarreal;Sociedad;1;1;D;1;0;H;4;12;2;3;10;17;1;7;1;3;0;0
SP1;31/01/2021;13:00:00;Getafe;Alaves;0;0;D;0;0;D;5;5;1;1;20;17;5;2;3;3;0;0
SP1;31/01/2021;15:15:00;Cadiz;Ath Madrid;2;4;A;1;2;A;11;9;6;4;7;7;2;2;1;5;0;0
SP1;31/01/2021;17:30:00;Granada;Celta;0;0;D;0;0;D;10;7;5;1;16;19;6;5;2;4;0;0
SP1;31/01/2021;20:00:00;Barcelona;Ath Bilbao;2;1;H;1;0;H;12;7;6;2;12;20;7;3;2;3;0;0
SP1;01/02/2021;20:00:00;Betis;Osasuna;1;0;H;0;0;D;8;15;4;5;12;6;3;4;1;1;0;0
SP1;05/02/2021;20:00:00;Alaves;Valladolid;1;0;H;0;0;D;20;3;5;1;11;17;11;1;4;4;0;0
SP1;06/02/2021;13:00:00;Levante;Granada;2;2;D;1;1;D;11;11;7;5;12;13;6;2;1;3;0;0
SP1;06/02/2021;15:15:00;Huesca;Real Madrid;1;2;A;0;0;D;13;18;2;7;18;9;3;10;2;1;0;0
SP1;06/02/2021;17:30:00;Elche;Villarreal;2;2;D;0;2;A;8;9;2;4;17;5;4;2;1;2;0;0
SP1;06/02/2021;20:00:00;Sevilla;Getafe;3;0;H;0;0;D;17;5;5;1;10;11;3;1;1;4;0;1
SP1;07/02/2021;13:00:00;Sociedad;Cadiz;4;1;H;2;0;H;17;2;6;1;7;7;5;1;0;2;0;1
SP1;07/02/2021;15:15:00;Ath Bilbao;Valencia;1;1;D;1;0;H;11;15;2;2;10;8;6;6;2;1;0;0
SP1;07/02/2021;17:30:00;Osasuna;Eibar;2;1;H;1;1;D;12;12;4;3;10;11;2;1;0;0;0;0
SP1;07/02/2021;20:00:00;Betis;Barcelona;2;3;A;1;0;H;8;12;5;4;21;7;3;5;1;3;0;0
SP1;08/02/2021;20:00:00;Ath Madrid;Celta;2;2;D;1;1;D;9;7;2;2;12;17;1;4;2;2;0;0
